,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
524,835744,male,group D,some college,standard,none,married,regularly,,5.0,,< 5,99,93,91
525,365763,female,group C,associate's degree,standard,none,single,never,no,4.0,,< 5,53,64,62
527,556640,male,group C,master's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5,64,67,60
528,525791,female,,high school,standard,none,,sometimes,yes,,school_bus,> 10,54,66,64
529,340096,female,group C,,standard,,married,sometimes,no,3.0,private,5 - 10,57,56,65
530,525504,female,group C,high school,free/reduced,completed,married,regularly,no,,,> 10,71,78,75
531,950528,female,group B,associate's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,86,89,90
532,244609,female,group D,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,74,79,81
533,168794,female,group B,some high school,free/reduced,completed,single,regularly,no,,private,5 - 10,39,60,55
534,193646,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,> 10,76,77,79
535,147252,male,group B,some high school,standard,none,widowed,never,no,2.0,school_bus,< 5,58,59,57
536,434201,female,group D,some college,standard,completed,divorced,sometimes,no,1.0,private,5 - 10,81,86,89
537,815743,male,group B,some high school,free/reduced,completed,widowed,never,yes,2.0,school_bus,,55,60,57
538,263989,male,group B,bachelor's degree,standard,none,married,sometimes,yes,,school_bus,5 - 10,77,69,69
539,603998,male,group B,bachelor's degree,standard,none,widowed,regularly,yes,3.0,school_bus,> 10,100,84,88
540,267263,male,group C,high school,standard,completed,divorced,never,yes,4.0,private,5 - 10,78,71,76
541,612986,male,group D,master's degree,standard,completed,married,sometimes,no,4.0,,5 - 10,76,77,79
542,154871,female,group C,high school,standard,none,married,sometimes,yes,3.0,,5 - 10,66,60,57
543,776511,female,group D,some college,standard,completed,married,sometimes,yes,,,< 5,72,65,78
544,876062,male,group E,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,77,66,69
545,458016,female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,4.0,,5 - 10,61,71,65
546,263206,male,group C,some college,standard,none,married,sometimes,no,1.0,,< 5,73,69,65
547,544442,female,group D,high school,standard,completed,single,never,no,4.0,school_bus,< 5,75,97,95
548,569032,male,group C,high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,70,63,65
549,363190,female,group C,some college,free/reduced,completed,married,sometimes,no,2.0,private,< 5,61,73,73
550,505368,female,group C,bachelor's degree,standard,completed,single,regularly,no,3.0,school_bus,5 - 10,43,53,61
551,563611,female,group D,master's degree,free/reduced,completed,single,regularly,no,1.0,,5 - 10,73,86,91
552,875382,female,group D,some high school,standard,none,married,,yes,2.0,,< 5,44,50,54
553,712546,female,group B,some college,standard,completed,married,never,yes,3.0,private,5 - 10,92,94,97
554,890650,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,,5 - 10,67,74,79
556,817024,female,group E,high school,standard,,married,sometimes,no,5.0,private,5 - 10,49,50,54
557,100185,female,group E,some college,standard,,married,never,yes,0.0,school_bus,5 - 10,56,69,59
558,983003,male,group A,some high school,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,76,80,80
559,910015,female,group C,some high school,standard,none,married,sometimes,yes,,school_bus,> 10,47,50,51
560,557754,female,group B,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,> 10,45,55,53
562,576582,female,group C,high school,free/reduced,completed,single,,yes,1.0,private,5 - 10,78,81,90
563,689106,female,group B,some college,standard,,married,sometimes,yes,4.0,private,5 - 10,64,70,63
564,863681,male,group B,bachelor's degree,standard,completed,married,never,yes,3.0,school_bus,> 10,69,72,74
565,352367,male,group E,some high school,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,68,59,55
566,515626,male,group C,some high school,standard,completed,,regularly,yes,4.0,private,> 10,72,71,67
567,436057,male,group D,some high school,standard,completed,married,,yes,0.0,school_bus,< 5,81,79,83
568,625098,male,group B,high school,free/reduced,none,married,sometimes,no,5.0,private,< 5,67,78,70
569,389221,female,group E,some high school,standard,completed,married,regularly,no,4.0,private,5 - 10,100,100,100
570,655383,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,70,79,79
571,306352,male,group B,some high school,standard,,married,sometimes,yes,2.0,,5 - 10,74,79,76
572,500012,female,group E,some college,free/reduced,none,divorced,regularly,yes,1.0,private,> 10,93,95,96
573,247816,female,group D,master's degree,free/reduced,none,married,regularly,,4.0,private,< 5,39,48,51
574,671022,female,group E,some high school,free/reduced,none,divorced,never,yes,0.0,school_bus,5 - 10,83,93,80
575,166870,female,group D,high school,standard,none,married,never,no,2.0,school_bus,5 - 10,71,80,78
577,550800,male,group E,bachelor's degree,standard,completed,married,sometimes,,0.0,school_bus,5 - 10,79,71,78
578,703303,male,group C,some college,free/reduced,,married,sometimes,yes,3.0,school_bus,5 - 10,75,72,73
579,377101,male,group C,some college,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,73,80,76
580,828755,female,group C,some high school,free/reduced,,married,sometimes,yes,6.0,private,< 5,35,51,46
581,644586,male,group E,associate's degree,standard,none,single,sometimes,no,3.0,,< 5,71,71,61
582,707463,female,,some high school,free/reduced,completed,married,never,yes,1.0,school_bus,> 10,76,87,84
583,764199,female,group E,some college,standard,none,married,sometimes,no,4.0,school_bus,> 10,71,77,82
584,360181,female,group C,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,60,74,77
585,421402,female,group C,some high school,standard,none,,sometimes,yes,0.0,private,< 5,54,61,55
586,292973,female,group D,,free/reduced,completed,single,sometimes,yes,,school_bus,5 - 10,50,65,63
588,989753,female,group D,bachelor's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,77,75,85
589,662429,male,group C,master's degree,standard,completed,single,sometimes,yes,1.0,private,5 - 10,91,91,92
590,567581,female,group E,,standard,completed,single,sometimes,yes,0.0,,5 - 10,76,76,77
591,400803,female,group C,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,44,47,55
592,655196,male,group D,master's degree,standard,,single,sometimes,yes,3.0,school_bus,5 - 10,89,78,80
593,796548,female,,bachelor's degree,standard,none,divorced,regularly,yes,3.0,private,5 - 10,61,64,63
594,823715,female,group E,high school,standard,none,married,regularly,yes,0.0,,< 5,68,73,75
595,559645,female,group D,high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,39,63,52
596,391078,female,group C,some college,standard,none,single,regularly,yes,1.0,private,5 - 10,60,69,67
597,570000,male,group C,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,47,50,44
598,625142,female,group E,high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,64,72,76
599,986868,male,group C,associate's degree,standard,completed,married,never,no,2.0,school_bus,5 - 10,78,78,73
600,290144,female,group D,associate's degree,free/reduced,completed,single,sometimes,no,2.0,school_bus,> 10,61,82,79
601,285732,female,group E,high school,standard,none,married,sometimes,no,6.0,private,5 - 10,72,73,73
602,187084,female,group C,some college,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,33,38,44
603,843499,female,,,free/reduced,none,divorced,never,no,2.0,school_bus,5 - 10,51,66,62
604,429716,male,group C,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,76,65,65
605,145363,male,group B,,standard,none,,sometimes,no,2.0,private,5 - 10,69,60,59
606,390910,male,group C,some high school,standard,none,widowed,regularly,no,2.0,school_bus,5 - 10,53,38,35
607,480863,male,group D,some college,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,100,86,82
608,384419,male,group B,high school,free/reduced,none,married,sometimes,yes,7.0,private,< 5,42,45,35
609,873671,female,group C,high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,55,60,59
610,536439,female,group B,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,76,96,86
611,565528,female,group C,some high school,standard,none,married,sometimes,no,3.0,school_bus,> 10,52,64,62
612,802816,female,group C,bachelor's degree,free/reduced,none,single,sometimes,no,1.0,private,> 10,54,69,69
614,135846,male,group C,master's degree,standard,none,married,regularly,no,1.0,private,> 10,86,78,80
615,327681,female,group C,associate's degree,standard,none,married,never,yes,5.0,school_bus,< 5,80,91,91
616,357556,male,group B,some college,free/reduced,none,married,never,yes,1.0,school_bus,< 5,55,44,48
617,338826,female,group C,some college,standard,completed,single,regularly,yes,3.0,private,5 - 10,67,66,79
618,707743,male,group C,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,78,70,72
619,426249,male,group D,some high school,free/reduced,,married,regularly,no,,private,> 10,62,58,54
620,661462,female,group D,some high school,free/reduced,none,divorced,regularly,yes,1.0,private,> 10,55,45,48
621,503586,female,group C,high school,standard,none,married,sometimes,no,3.0,school_bus,,40,39,41
622,767444,female,group C,some college,standard,none,married,regularly,no,5.0,school_bus,< 5,75,85,87
623,343117,male,group C,master's degree,standard,none,widowed,never,yes,3.0,school_bus,< 5,56,60,57
624,463144,male,group D,some high school,free/reduced,none,divorced,never,no,1.0,private,,56,62,51
625,628412,male,group C,,free/reduced,,single,sometimes,no,1.0,,5 - 10,45,47,48
626,724487,female,group A,bachelor's degree,free/reduced,none,,sometimes,no,4.0,school_bus,5 - 10,50,70,71
627,721806,male,group B,associate's degree,standard,none,single,regularly,yes,,school_bus,5 - 10,71,65,65
628,725947,female,group B,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,64,57,66
629,863647,female,group B,some high school,standard,none,married,regularly,yes,3.0,private,> 10,63,70,74
630,828184,female,group B,high school,standard,none,divorced,sometimes,no,3.0,private,5 - 10,71,76,71
631,108385,male,group E,some college,standard,none,married,regularly,no,4.0,,< 5,87,71,66
632,865423,male,group D,some high school,standard,none,,sometimes,no,1.0,private,> 10,55,53,58
633,817168,female,group C,associate's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,64,77,77
634,567652,male,group B,associate's degree,standard,none,single,regularly,yes,1.0,private,5 - 10,85,78,78
635,869604,female,group E,some college,standard,none,married,regularly,yes,4.0,,5 - 10,86,88,91
636,900274,female,group B,some college,standard,completed,,regularly,yes,2.0,school_bus,< 5,82,95,100
637,750487,female,group C,some high school,free/reduced,completed,divorced,never,no,2.0,private,5 - 10,50,63,63
638,288536,male,group C,some college,free/reduced,none,single,sometimes,no,3.0,private,,73,71,72
639,614148,male,group C,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,48,38,30
640,190837,female,group D,master's degree,standard,none,single,regularly,yes,2.0,private,< 5,73,92,94
641,548899,male,,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,51,45,44
642,513877,male,group A,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,64,65,66
643,527431,female,group E,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,71,73,65
645,548152,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,1.0,,< 5,78,65,70
646,576968,male,group C,some college,standard,completed,single,regularly,no,3.0,school_bus,5 - 10,56,52,55
647,960310,male,group B,associate's degree,free/reduced,none,married,regularly,yes,1.0,,5 - 10,73,63,59
648,644381,male,group D,high school,standard,none,divorced,regularly,yes,1.0,private,< 5,87,84,83
649,483898,male,group A,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,75,65,65
650,767334,male,group B,some college,standard,completed,single,sometimes,,2.0,school_bus,< 5,91,90,87
651,154257,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,,51,64,58
652,924486,female,group B,some college,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,62,83,80
654,393624,male,group B,some college,free/reduced,,divorced,sometimes,yes,0.0,private,< 5,54,46,51
655,433964,male,group B,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,58,53,48
656,723880,female,group E,some high school,standard,none,single,sometimes,yes,3.0,,5 - 10,38,44,38
657,584196,female,group C,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,88,98,100
658,914046,female,group C,high school,standard,none,married,sometimes,,5.0,private,< 5,67,73,75
659,648612,male,group D,bachelor's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,71,76,71
660,170964,female,group C,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,94,98,100
661,956518,male,group D,associate's degree,standard,none,single,regularly,yes,4.0,private,< 5,92,86,84
663,304522,male,group C,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,62,54,58
664,146429,female,group D,some high school,standard,completed,,regularly,,1.0,school_bus,5 - 10,55,59,66
665,265330,female,,high school,standard,none,,sometimes,yes,0.0,private,5 - 10,23,23,31
666,231415,male,group D,master's degree,standard,none,married,sometimes,no,3.0,school_bus,< 5,82,75,77
667,112447,female,group A,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,< 5,59,74,71
668,919262,female,group C,some college,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,37,48,43
670,937382,female,group C,some college,standard,completed,married,never,yes,0.0,school_bus,< 5,65,78,72
671,112335,male,group C,high school,standard,none,divorced,regularly,yes,0.0,private,5 - 10,78,68,63
672,541566,female,group D,high school,standard,completed,married,never,yes,1.0,school_bus,< 5,53,74,74
673,668987,female,group C,,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,81,86,83
674,217316,male,group B,some college,free/reduced,completed,married,never,yes,0.0,school_bus,5 - 10,78,87,78
675,312691,female,group C,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,41,52,56
676,580911,male,group C,high school,standard,,divorced,never,yes,,private,5 - 10,37,48,38
677,910597,female,group C,associate's degree,free/reduced,none,,sometimes,no,3.0,school_bus,5 - 10,38,58,51
678,913263,female,group C,some high school,standard,completed,married,regularly,no,1.0,private,> 10,64,72,77
679,437215,male,group C,some high school,standard,completed,married,never,no,,private,5 - 10,65,70,72
680,359495,male,group E,bachelor's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,46,47,38
681,832610,female,group C,some high school,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,48,55,55
682,408653,male,group D,bachelor's degree,free/reduced,none,single,regularly,no,1.0,private,< 5,56,59,63
683,449960,male,group D,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,60,49,53
684,153041,female,group D,some high school,free/reduced,completed,married,regularly,no,4.0,private,< 5,63,72,77
685,598275,female,group B,high school,standard,completed,married,sometimes,yes,1.0,private,< 5,55,65,59
686,379344,male,group C,some college,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,49,45,44
687,232683,female,group E,some college,free/reduced,,divorced,regularly,no,3.0,private,< 5,72,81,81
688,434523,male,group D,some high school,standard,completed,married,never,yes,6.0,private,5 - 10,56,47,53
689,660860,female,group C,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,56,65,62
690,825791,male,group D,bachelor's degree,standard,none,married,never,yes,1.0,,< 5,94,83,80
691,872309,male,group C,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,68,65,54
692,291513,male,group D,associate's degree,standard,,divorced,sometimes,yes,1.0,school_bus,5 - 10,92,88,91
693,625493,female,group C,some college,free/reduced,none,divorced,regularly,yes,5.0,private,5 - 10,50,51,55
694,577003,male,group D,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,86,80,85
695,547412,female,group B,high school,standard,,married,regularly,yes,2.0,private,5 - 10,83,94,92
696,706861,male,group E,some college,free/reduced,none,married,regularly,no,4.0,,> 10,76,70,63
697,814841,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,47,51,51
698,437569,male,group C,some college,standard,none,married,regularly,yes,3.0,private,< 5,71,74,66
699,378144,female,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,89,97,95
700,212332,male,group B,,standard,completed,widowed,never,no,2.0,school_bus,,85,88,85
701,174077,male,group D,high school,standard,none,married,regularly,yes,4.0,,5 - 10,74,63,67
702,482891,female,group E,associate's degree,standard,completed,divorced,regularly,no,2.0,school_bus,5 - 10,88,84,93
703,706172,male,group D,some college,standard,completed,single,regularly,yes,1.0,school_bus,< 5,74,73,75
704,472467,female,group A,high school,standard,none,married,regularly,no,5.0,private,5 - 10,46,40,39
705,245477,female,,some high school,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,34,62,55
706,683280,male,group D,some college,free/reduced,none,single,sometimes,yes,1.0,,5 - 10,54,48,44
707,546965,female,group C,high school,standard,completed,married,sometimes,yes,4.0,private,< 5,56,73,74
708,966655,female,group E,associate's degree,standard,none,married,sometimes,no,,school_bus,> 10,80,86,81
709,114405,male,group C,some high school,standard,completed,single,sometimes,no,,school_bus,5 - 10,64,59,58
710,273698,male,group B,some high school,standard,,married,sometimes,yes,3.0,school_bus,< 5,56,52,53
711,507737,male,group B,bachelor's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,76,71,78
712,658859,female,group D,,standard,,,never,yes,0.0,,5 - 10,54,75,68
713,958690,female,group E,associate's degree,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,92,90,93
714,577411,male,group C,some high school,standard,completed,divorced,regularly,no,3.0,private,< 5,68,72,77
715,997957,male,group E,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,84,69,65
716,782520,female,group C,some high school,standard,none,divorced,regularly,yes,3.0,private,5 - 10,42,36,36
717,987995,male,group A,some college,standard,completed,divorced,regularly,yes,2.0,school_bus,> 10,91,92,87
718,660466,female,group B,high school,standard,none,divorced,regularly,no,3.0,private,> 10,55,60,62
719,776745,female,group C,some college,free/reduced,none,divorced,sometimes,no,3.0,school_bus,< 5,47,57,52
721,982259,female,group C,high school,standard,none,divorced,sometimes,no,3.0,school_bus,> 10,74,77,75
722,896023,male,group C,high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,74,71,71
723,743258,female,group D,,standard,none,married,sometimes,yes,0.0,private,5 - 10,70,61,73
724,837058,male,group E,some high school,standard,,married,regularly,yes,1.0,private,< 5,95,86,82
725,241177,female,group C,high school,standard,none,married,sometimes,no,,private,< 5,63,75,67
726,833077,male,group D,associate's degree,standard,completed,married,never,no,1.0,,> 10,76,75,72
727,594810,male,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,< 5,70,67,62
728,699390,male,group D,bachelor's degree,standard,,married,sometimes,yes,2.0,school_bus,< 5,78,76,77
729,275503,female,group A,high school,standard,none,single,regularly,no,,private,5 - 10,76,90,96
730,880666,female,group C,bachelor's degree,free/reduced,completed,single,never,yes,0.0,private,5 - 10,58,76,82
731,488588,male,,master's degree,free/reduced,none,married,sometimes,no,1.0,,,72,72,65
732,504575,male,group A,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,57,61,60
733,915053,male,group A,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,78,74,77
734,690993,female,group C,some high school,standard,none,married,never,no,2.0,private,5 - 10,72,70,77
735,622094,male,group B,associate's degree,standard,none,divorced,regularly,no,5.0,private,5 - 10,98,81,79
736,444737,female,group E,master's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,99,99,99
737,947903,male,group C,some college,standard,none,married,sometimes,no,5.0,,5 - 10,80,78,82
738,408067,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,71,74,85
739,186446,male,group A,high school,standard,none,married,regularly,no,3.0,school_bus,< 5,49,57,54
740,180410,male,,some high school,standard,completed,single,,no,4.0,private,< 5,58,53,51
742,137817,male,group C,high school,free/reduced,none,single,regularly,yes,1.0,private,,53,55,50
744,153418,female,group D,some college,standard,none,married,regularly,no,4.0,school_bus,< 5,67,66,75
745,413749,female,group C,some college,standard,none,married,regularly,no,4.0,private,< 5,25,37,41
746,423334,female,group E,high school,free/reduced,completed,divorced,never,yes,3.0,school_bus,5 - 10,61,74,75
747,119572,male,group B,bachelor's degree,standard,completed,single,never,yes,5.0,private,< 5,77,65,68
748,661353,female,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,67,70,67
749,805190,male,group E,associate's degree,standard,none,married,,yes,3.0,school_bus,> 10,98,81,80
750,716678,male,group C,associate's degree,standard,,divorced,sometimes,no,3.0,private,< 5,64,56,51
751,364098,male,group E,some high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,86,88,87
752,755969,male,,high school,free/reduced,none,married,sometimes,yes,2.0,private,,70,63,59
753,853902,female,group C,associate's degree,free/reduced,none,married,regularly,,2.0,school_bus,< 5,36,47,50
754,383838,female,group C,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,34,46,43
755,456725,female,group B,associate's degree,standard,none,divorced,never,yes,0.0,private,5 - 10,53,65,66
756,105616,female,group E,associate's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,86,80,80
757,799924,female,,high school,standard,none,married,regularly,yes,4.0,school_bus,,81,82,83
758,409741,male,group A,,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,62,54,54
759,202318,female,group D,high school,standard,completed,married,regularly,yes,3.0,private,< 5,61,79,81
760,862262,male,,some college,standard,none,single,regularly,no,2.0,school_bus,5 - 10,96,94,86
761,462279,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,,school_bus,5 - 10,60,60,62
762,894777,male,group C,some college,free/reduced,completed,single,regularly,yes,1.0,private,< 5,53,66,68
763,696715,male,group A,associate's degree,standard,none,married,,yes,3.0,school_bus,5 - 10,68,65,62
764,383333,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,70,90,86
765,199753,female,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,90,92,99
766,357321,male,group D,associate's degree,standard,none,married,regularly,no,5.0,school_bus,> 10,75,70,75
767,621383,female,group D,bachelor's degree,standard,completed,divorced,sometimes,no,1.0,private,5 - 10,69,88,88
768,605235,male,group B,associate's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,< 5,42,37,36
769,726298,male,group D,some high school,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,58,52,54
770,988716,female,group B,some college,standard,completed,married,regularly,yes,1.0,private,> 10,90,97,98
771,327033,female,group B,high school,standard,completed,married,,no,1.0,private,5 - 10,41,51,59
772,344195,male,group E,,standard,completed,married,never,yes,3.0,school_bus,< 5,85,75,73
773,813956,female,group A,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,73,88,90
774,541247,female,group C,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,63,80,80
775,412030,female,group D,some high school,free/reduced,none,married,regularly,yes,3.0,,> 10,62,62,64
776,952370,male,group D,some college,standard,none,divorced,sometimes,yes,3.0,private,> 10,61,63,66
777,771643,male,group B,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,48,48,45
778,889304,male,group D,,standard,none,married,regularly,yes,1.0,school_bus,< 5,68,62,60
779,964333,female,group B,some college,standard,none,married,sometimes,yes,3.0,school_bus,< 5,47,58,58
780,208175,female,group D,some high school,standard,,single,sometimes,no,2.0,private,< 5,71,68,71
781,344722,male,,high school,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,71,72,71
783,235927,female,group D,some high school,standard,none,single,regularly,yes,3.0,private,< 5,58,57,60
784,130153,female,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,38,49,47
785,141517,female,group E,high school,standard,none,married,sometimes,yes,1.0,private,< 5,86,85,87
786,793081,male,group C,some college,standard,none,married,regularly,no,3.0,school_bus,> 10,91,84,82
787,365622,male,group A,some high school,standard,none,divorced,sometimes,no,5.0,private,> 10,61,59,56
788,444722,female,group D,some high school,standard,none,married,never,yes,1.0,private,5 - 10,75,82,85
789,790941,male,group B,associate's degree,standard,,single,never,no,4.0,private,< 5,56,53,42
790,210421,female,group B,,standard,none,married,regularly,no,1.0,private,5 - 10,53,68,65
791,344986,male,group D,some college,standard,completed,married,regularly,no,2.0,school_bus,< 5,49,33,39
792,539939,female,group C,some college,standard,none,married,sometimes,no,5.0,private,> 10,70,73,78
793,231158,male,group B,,standard,none,,regularly,yes,1.0,school_bus,,72,54,59
794,986248,female,,some college,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,57,78,70
795,467655,female,,some college,standard,none,married,never,yes,3.0,private,> 10,64,74,65
796,655620,male,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,,5 - 10,52,45,42
797,609807,female,group E,associate's degree,free/reduced,none,married,regularly,yes,5.0,school_bus,< 5,83,82,89
798,268120,female,group C,some high school,standard,none,married,regularly,yes,0.0,,< 5,79,83,82
799,178092,female,group C,some college,standard,completed,married,sometimes,no,1.0,,5 - 10,77,81,83
800,309385,male,group E,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,52,43,47
801,711747,male,group D,associate's degree,free/reduced,none,single,regularly,yes,,school_bus,< 5,52,65,56
802,393810,male,group D,bachelor's degree,standard,none,married,never,yes,1.0,private,5 - 10,68,60,62
803,746947,male,group E,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,58,57,49
804,146033,female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,58,56,54
805,808989,female,group D,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,< 5,47,49,56
806,525157,female,group D,high school,free/reduced,completed,married,regularly,yes,2.0,,< 5,73,88,89
807,583427,female,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,43,59,61
808,629750,male,group B,some college,free/reduced,none,single,sometimes,yes,4.0,private,< 5,55,58,56
809,934013,male,group C,high school,standard,completed,divorced,sometimes,yes,1.0,private,< 5,90,87,84
810,482084,male,group B,some high school,standard,none,single,regularly,no,3.0,,> 10,79,73,71
811,372704,male,group C,bachelor's degree,standard,none,widowed,sometimes,no,3.0,school_bus,5 - 10,99,82,85
812,415817,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,5.0,school_bus,5 - 10,79,92,100
814,316996,male,group B,high school,standard,completed,married,never,no,2.0,school_bus,5 - 10,46,50,47
815,934245,female,group B,associate's degree,free/reduced,none,widowed,sometimes,yes,2.0,school_bus,5 - 10,44,54,54
816,519338,male,group D,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,91,93,98
817,328234,male,group A,bachelor's degree,standard,none,single,regularly,yes,3.0,private,< 5,52,49,46
818,554374,male,group D,master's degree,standard,none,single,regularly,no,2.0,private,5 - 10,100,100,100
819,832494,male,group D,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,69,69,67
820,333740,male,group E,some college,free/reduced,none,single,sometimes,yes,2.0,private,< 5,70,70,62
821,110256,male,group E,some college,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,67,67,62
822,582309,male,group C,associate's degree,standard,none,married,regularly,yes,0.0,private,< 5,69,69,69
823,418547,female,group B,some high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,47,59,62
824,184326,male,group B,high school,free/reduced,none,married,,no,1.0,school_bus,5 - 10,50,50,52
825,861765,male,group B,high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,54,42,42
826,708525,male,group D,some high school,standard,completed,married,sometimes,yes,3.0,private,> 10,89,79,87
827,578858,female,group D,high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,70,77,78
828,166306,male,group C,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,52,60,56
829,137132,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,69,73,74
830,303689,female,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,57,68,64
831,519257,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,< 5,36,49,51
