,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
25822,female,2,5,free/reduced,1,0,2,1,1.0,0,0,44,54,56,1.0,0.0,1.0,0.0
25823,male,3,0,free/reduced,1,1,2,0,1.0,0,2,67,61,54,0.0,1.0,1.0,0.0
25824,female,3,4,standard,0,1,1,1,0.0,1,0,73,81,89,1.0,0.0,0.0,1.0
25825,female,1,6,free/reduced,1,2,0,0,5.0,2,1,42,43,47,1.0,0.0,1.0,0.0
25826,female,2,3,standard,0,1,2,1,1.0,1,1,83,92,96,1.0,0.0,0.0,1.0
25827,male,4,0,free/reduced,0,1,1,1,2.0,0,0,98,85,80,0.0,1.0,1.0,0.0
25828,female,1,0,free/reduced,0,1,1,1,2.0,1,1,56,80,71,1.0,0.0,1.0,0.0
25829,male,3,6,standard,1,1,0,1,3.0,1,2,50,39,45,0.0,1.0,0.0,1.0
25830,male,3,3,free/reduced,1,1,0,1,3.0,1,2,70,69,64,0.0,1.0,1.0,0.0
25831,male,4,2,standard,0,1,1,0,2.0,1,0,95,93,100,0.0,1.0,0.0,1.0
25832,male,2,3,free/reduced,1,2,0,0,3.0,0,0,70,75,72,0.0,1.0,1.0,0.0
25833,male,3,2,standard,0,1,0,0,1.0,1,1,54,57,55,0.0,1.0,0.0,1.0
25834,male,3,2,standard,0,2,2,1,2.0,0,2,80,71,73,0.0,1.0,0.0,1.0
25835,female,2,6,free/reduced,1,3,2,1,1.0,1,0,56,59,56,1.0,0.0,1.0,0.0
25836,female,1,5,standard,1,1,2,0,4.0,0,0,76,85,84,1.0,0.0,0.0,1.0
25837,female,1,5,standard,1,1,0,0,2.0,2,0,64,58,58,1.0,0.0,0.0,1.0
25838,female,3,2,standard,0,1,1,0,4.0,0,1,62,74,72,1.0,0.0,0.0,1.0
25839,male,2,1,standard,1,2,0,1,1.0,1,0,67,64,60,0.0,1.0,0.0,1.0
25840,female,2,6,standard,1,1,1,1,1.0,0,0,39,54,48,1.0,0.0,0.0,1.0
25841,female,3,1,free/reduced,1,2,0,1,0.0,1,0,67,88,85,1.0,0.0,1.0,0.0
25842,male,3,5,free/reduced,1,2,2,1,2.0,1,0,56,48,53,0.0,1.0,1.0,0.0
25843,male,2,0,standard,1,0,0,0,2.0,0,0,67,71,58,0.0,1.0,0.0,1.0
25844,male,2,5,free/reduced,0,1,2,1,3.0,2,0,69,68,68,0.0,1.0,1.0,0.0
25845,male,2,2,standard,1,0,2,0,1.0,1,0,81,76,70,0.0,1.0,0.0,1.0
25846,male,2,0,free/reduced,1,3,2,0,1.0,1,0,62,63,61,0.0,1.0,1.0,0.0
25847,female,2,0,standard,1,1,0,0,2.0,1,0,77,91,90,1.0,0.0,0.0,1.0
25848,male,1,5,standard,1,1,2,1,1.0,1,1,73,72,62,0.0,1.0,0.0,1.0
25849,female,3,5,free/reduced,1,1,1,0,3.0,0,1,59,69,68,1.0,0.0,1.0,0.0
25850,male,4,2,free/reduced,1,1,1,0,4.0,2,2,51,39,42,0.0,1.0,1.0,0.0
25851,male,0,1,standard,1,1,1,0,6.0,1,1,70,64,67,0.0,1.0,0.0,1.0
25852,female,2,0,standard,1,2,2,1,0.0,1,0,71,73,69,1.0,0.0,0.0,1.0
25853,female,2,6,free/reduced,1,2,1,1,2.0,1,2,31,43,39,1.0,0.0,1.0,0.0
25854,male,3,1,standard,1,1,2,1,7.0,1,0,91,91,83,0.0,1.0,0.0,1.0
25855,female,3,1,standard,0,1,2,1,1.0,1,0,88,95,100,1.0,0.0,0.0,1.0
25856,male,4,5,free/reduced,1,1,1,1,2.0,2,0,67,57,50,0.0,1.0,1.0,0.0
25857,male,1,0,standard,0,1,2,1,1.0,1,1,79,88,85,0.0,1.0,0.0,1.0
25858,male,2,1,standard,0,3,1,1,5.0,1,0,71,70,70,0.0,1.0,0.0,1.0
25859,female,2,4,standard,1,0,2,1,1.0,0,1,53,57,53,1.0,0.0,0.0,1.0
25860,male,2,6,standard,1,1,0,1,3.0,1,0,74,67,63,0.0,1.0,0.0,1.0
25861,female,3,1,standard,1,1,1,1,3.0,0,0,54,61,62,1.0,0.0,0.0,1.0
25862,male,4,5,standard,0,0,1,1,1.0,2,1,85,75,72,0.0,1.0,0.0,1.0
25863,male,2,2,standard,0,2,2,1,2.0,2,1,60,58,59,0.0,1.0,0.0,1.0
25864,male,2,2,standard,1,1,2,1,3.0,0,2,60,48,46,0.0,1.0,0.0,1.0
25865,female,3,6,free/reduced,1,2,0,0,4.0,0,1,53,64,62,1.0,0.0,1.0,0.0
25866,female,1,5,standard,1,1,1,1,1.0,0,0,53,63,64,1.0,0.0,0.0,1.0
25867,female,2,5,standard,1,1,1,0,3.0,0,0,77,74,75,1.0,0.0,0.0,1.0
25868,male,3,2,standard,1,0,2,1,0.0,2,0,73,55,60,0.0,1.0,0.0,1.0
25869,male,3,1,free/reduced,1,2,2,1,1.0,0,0,76,67,66,0.0,1.0,1.0,0.0
25870,male,2,5,free/reduced,1,1,2,0,1.0,0,2,76,65,62,0.0,1.0,1.0,0.0
25871,male,2,2,standard,0,1,2,1,1.0,1,1,76,69,70,0.0,1.0,0.0,1.0
25872,male,3,5,free/reduced,0,2,1,0,2.0,0,0,67,63,66,0.0,1.0,1.0,0.0
25873,female,2,5,free/reduced,0,1,2,1,2.0,0,0,76,88,84,1.0,0.0,1.0,0.0
25874,female,0,0,free/reduced,1,1,2,0,3.0,0,0,51,64,62,1.0,0.0,1.0,0.0
25875,female,3,6,standard,1,1,2,1,3.0,1,0,86,90,88,1.0,0.0,0.0,1.0
25876,male,2,5,standard,0,0,1,1,0.0,1,0,59,56,57,0.0,1.0,0.0,1.0
25877,male,0,0,standard,1,1,1,1,1.0,1,0,78,77,74,0.0,1.0,0.0,1.0
25878,male,3,5,standard,0,1,2,0,3.0,0,2,86,77,79,0.0,1.0,0.0,1.0
25879,female,4,6,free/reduced,1,1,2,0,3.0,1,1,51,59,51,1.0,0.0,1.0,0.0
25880,female,4,2,free/reduced,1,0,2,1,3.0,1,1,72,82,75,1.0,0.0,1.0,0.0
25881,male,2,4,standard,1,1,1,1,3.0,0,2,42,36,31,0.0,1.0,0.0,1.0
25882,female,2,6,standard,0,1,1,1,1.0,1,0,67,75,73,1.0,0.0,0.0,1.0
25883,female,1,1,free/reduced,0,1,2,0,5.0,0,0,59,70,73,1.0,0.0,1.0,0.0
25884,female,1,1,standard,0,2,0,0,1.0,2,1,63,70,72,1.0,0.0,0.0,1.0
25885,male,3,1,standard,0,1,1,1,0.0,1,0,77,74,73,0.0,1.0,0.0,1.0
25886,female,1,0,standard,1,1,1,1,4.0,2,2,48,57,62,1.0,0.0,0.0,1.0
25887,female,3,2,standard,0,1,0,1,3.0,0,0,72,89,84,1.0,0.0,0.0,1.0
25888,female,4,5,standard,1,1,2,1,0.0,0,2,55,66,64,1.0,0.0,0.0,1.0
25889,female,4,0,standard,1,1,1,0,3.0,1,0,65,79,76,1.0,0.0,0.0,1.0
25890,female,3,2,free/reduced,0,2,1,0,1.0,0,1,79,92,96,1.0,0.0,1.0,0.0
25891,female,1,6,free/reduced,1,2,2,1,1.0,0,0,49,62,59,1.0,0.0,1.0,0.0
25892,female,2,0,standard,0,2,2,1,1.0,1,2,46,49,60,1.0,0.0,0.0,1.0
25893,male,1,0,standard,1,2,2,1,3.0,1,1,72,84,73,0.0,1.0,0.0,1.0
25894,male,4,1,standard,1,1,1,1,7.0,0,0,100,82,87,0.0,1.0,0.0,1.0
25895,female,1,0,standard,0,2,1,0,1.0,0,0,85,95,95,1.0,0.0,0.0,1.0
25896,male,2,5,standard,1,0,1,1,1.0,1,0,64,51,47,0.0,1.0,0.0,1.0
25897,male,2,2,standard,1,0,2,0,1.0,2,1,76,79,72,0.0,1.0,0.0,1.0
25898,female,4,2,standard,1,0,1,1,3.0,1,2,88,88,86,1.0,0.0,0.0,1.0
25899,female,1,0,standard,1,1,2,1,0.0,0,1,52,60,56,1.0,0.0,0.0,1.0
25900,male,1,4,standard,1,1,2,1,1.0,1,1,55,50,43,0.0,1.0,0.0,1.0
25901,female,2,0,standard,1,1,2,1,3.0,0,0,72,73,76,1.0,0.0,0.0,1.0
25902,male,2,2,standard,1,1,2,1,3.0,1,0,67,62,56,0.0,1.0,0.0,1.0
25903,female,0,0,free/reduced,1,1,0,1,2.0,1,0,58,80,78,1.0,0.0,1.0,0.0
25904,male,2,6,standard,1,2,1,1,3.0,1,0,87,77,76,0.0,1.0,0.0,1.0
25905,female,2,2,free/reduced,0,1,1,1,2.0,1,0,58,85,77,1.0,0.0,1.0,0.0
25906,female,3,6,standard,0,2,2,0,2.0,1,1,47,65,67,1.0,0.0,0.0,1.0
25907,female,1,6,standard,0,0,1,1,2.0,1,1,51,61,66,1.0,0.0,0.0,1.0
25908,female,2,5,standard,0,1,2,1,2.0,0,0,86,97,100,1.0,0.0,0.0,1.0
25909,male,2,3,standard,1,3,2,1,2.0,1,0,82,74,73,0.0,1.0,0.0,1.0
25910,female,3,2,standard,1,0,1,1,1.0,0,0,58,63,67,1.0,0.0,0.0,1.0
25911,male,3,3,standard,1,2,0,1,1.0,1,0,86,83,81,0.0,1.0,0.0,1.0
25912,male,2,0,free/reduced,1,2,2,1,4.0,1,0,65,60,63,0.0,1.0,1.0,0.0
25913,male,2,1,free/reduced,1,1,2,1,0.0,0,0,36,40,37,0.0,1.0,1.0,0.0
25914,male,1,2,free/reduced,1,1,1,1,3.0,0,0,51,47,50,0.0,1.0,1.0,0.0
25915,female,4,5,standard,1,1,1,1,2.0,0,0,62,73,63,1.0,0.0,0.0,1.0
25916,female,1,5,standard,0,2,2,1,1.0,1,0,85,94,89,1.0,0.0,0.0,1.0
25917,female,2,2,standard,1,0,2,0,6.0,1,0,61,69,68,1.0,0.0,0.0,1.0
25918,male,3,6,free/reduced,1,0,2,1,2.0,0,2,63,75,67,0.0,1.0,1.0,0.0
25919,female,3,2,free/reduced,1,1,2,1,1.0,1,0,20,30,32,1.0,0.0,1.0,0.0
25920,male,3,2,free/reduced,0,1,0,0,2.0,1,2,70,68,67,0.0,1.0,1.0,0.0
25921,male,1,6,standard,1,1,2,1,2.0,1,2,66,70,65,0.0,1.0,0.0,1.0
25922,female,1,4,standard,0,1,0,1,2.0,0,0,37,51,54,1.0,0.0,0.0,1.0
25923,female,4,6,standard,0,1,2,0,3.0,1,0,85,86,89,1.0,0.0,0.0,1.0
25924,male,2,4,standard,1,2,2,1,2.0,1,2,74,76,73,0.0,1.0,0.0,1.0
25925,male,4,6,standard,1,1,2,0,3.0,0,0,65,55,52,0.0,1.0,0.0,1.0
25926,female,2,0,standard,0,2,1,1,2.0,1,0,64,76,76,1.0,0.0,0.0,1.0
25927,male,1,0,standard,0,1,1,1,2.0,1,2,83,84,86,0.0,1.0,0.0,1.0
25928,male,4,1,standard,1,1,2,1,1.0,0,2,100,94,97,0.0,1.0,0.0,1.0
25929,male,2,1,standard,1,1,1,0,1.0,0,1,99,96,97,0.0,1.0,0.0,1.0
25930,female,3,6,standard,0,1,2,1,0.0,1,2,83,83,86,1.0,0.0,0.0,1.0
25931,male,4,6,standard,0,1,2,1,5.0,1,0,62,58,57,0.0,1.0,0.0,1.0
25932,male,4,2,standard,1,0,1,0,1.0,1,0,49,41,31,0.0,1.0,0.0,1.0
25933,male,3,3,standard,1,2,0,1,1.0,2,0,73,67,72,0.0,1.0,0.0,1.0
25934,male,3,5,free/reduced,1,1,0,1,2.0,1,0,70,62,59,0.0,1.0,1.0,0.0
25935,male,4,0,free/reduced,0,1,2,0,3.0,0,0,72,68,64,0.0,1.0,1.0,0.0
25936,female,3,6,free/reduced,1,1,2,1,2.0,0,0,35,52,53,1.0,0.0,1.0,0.0
25937,female,3,4,standard,1,1,2,0,5.0,1,1,60,57,59,1.0,0.0,0.0,1.0
25938,female,3,5,standard,1,0,0,1,1.0,1,0,77,92,87,1.0,0.0,0.0,1.0
25939,male,1,6,standard,1,1,2,1,2.0,0,0,86,71,70,0.0,1.0,0.0,1.0
25940,female,1,6,standard,0,1,2,1,1.0,1,0,76,80,78,1.0,0.0,0.0,1.0
25941,male,1,2,standard,1,1,1,1,1.0,0,0,77,72,69,0.0,1.0,0.0,1.0
25942,male,4,5,free/reduced,1,1,2,1,3.0,0,2,57,56,53,0.0,1.0,1.0,0.0
25943,male,3,5,free/reduced,1,1,1,0,3.0,2,1,69,83,78,0.0,1.0,1.0,0.0
25944,female,2,5,standard,0,1,0,1,3.0,1,0,80,95,94,1.0,0.0,0.0,1.0
25945,female,3,5,standard,1,1,1,0,4.0,0,0,75,90,91,1.0,0.0,0.0,1.0
25946,female,3,1,standard,0,2,1,0,2.0,1,1,83,99,100,1.0,0.0,0.0,1.0
25947,male,3,2,standard,1,0,1,0,3.0,2,1,62,61,57,0.0,1.0,0.0,1.0
25948,male,4,4,free/reduced,1,2,1,1,1.0,0,0,59,49,46,0.0,1.0,1.0,0.0
25949,male,4,5,standard,1,1,1,0,1.0,1,1,96,87,90,0.0,1.0,0.0,1.0
25950,male,1,0,standard,0,1,0,0,6.0,2,2,83,86,86,0.0,1.0,0.0,1.0
25951,male,2,2,standard,0,2,2,1,1.0,1,0,77,65,73,0.0,1.0,0.0,1.0
25952,female,2,6,free/reduced,1,1,0,0,1.0,1,0,54,65,58,1.0,0.0,1.0,0.0
25953,female,3,5,free/reduced,1,1,1,1,2.0,1,0,73,91,89,1.0,0.0,1.0,0.0
25954,male,3,6,free/reduced,1,1,2,0,3.0,1,2,43,42,41,0.0,1.0,1.0,0.0
25955,male,1,0,standard,0,2,1,1,2.0,1,2,82,71,74,0.0,1.0,0.0,1.0
25956,male,2,6,free/reduced,1,0,2,0,3.0,1,0,34,50,43,0.0,1.0,1.0,0.0
25957,male,2,0,standard,1,2,2,1,1.0,0,0,76,64,61,0.0,1.0,0.0,1.0
25958,male,3,4,free/reduced,0,1,1,1,1.0,1,0,53,63,62,0.0,1.0,1.0,0.0
25959,male,0,2,standard,1,1,2,1,1.0,1,0,78,59,65,0.0,1.0,0.0,1.0
25960,male,1,5,standard,1,2,0,0,2.0,2,1,83,81,74,0.0,1.0,0.0,1.0
25961,male,0,3,standard,1,1,2,1,3.0,1,1,58,60,55,0.0,1.0,0.0,1.0
25962,female,4,0,free/reduced,1,1,2,0,1.0,1,0,57,62,64,1.0,0.0,1.0,0.0
25963,male,1,5,standard,1,1,2,1,2.0,1,0,58,50,46,0.0,1.0,0.0,1.0
25964,female,2,5,free/reduced,1,1,2,1,3.0,1,1,31,48,43,1.0,0.0,1.0,0.0
25965,female,2,0,standard,1,1,2,0,2.0,1,0,53,57,62,1.0,0.0,0.0,1.0
25966,female,4,1,standard,1,1,2,1,3.0,1,2,100,100,100,1.0,0.0,0.0,1.0
25967,male,3,1,free/reduced,1,1,1,1,5.0,2,0,91,80,83,0.0,1.0,1.0,0.0
25968,male,3,0,standard,1,2,0,1,2.0,1,1,77,86,83,0.0,1.0,0.0,1.0
25969,male,1,0,standard,0,1,0,1,0.0,0,1,39,31,40,0.0,1.0,0.0,1.0
25970,male,3,0,standard,0,1,2,0,4.0,0,1,77,70,75,0.0,1.0,0.0,1.0
25971,female,1,3,standard,0,2,2,0,3.0,1,1,43,63,66,1.0,0.0,0.0,1.0
25972,male,4,5,free/reduced,1,0,1,1,2.0,1,0,71,77,65,0.0,1.0,1.0,0.0
25973,female,3,6,standard,0,1,1,1,3.0,0,1,70,80,83,1.0,0.0,0.0,1.0
25974,male,1,5,standard,1,2,0,0,4.0,2,1,62,63,56,0.0,1.0,0.0,1.0
25975,female,2,1,free/reduced,1,2,2,1,2.0,1,0,54,62,65,1.0,0.0,1.0,0.0
25976,male,2,4,standard,0,1,0,0,7.0,1,1,75,75,75,0.0,1.0,0.0,1.0
25977,male,1,5,standard,1,1,2,1,1.0,0,2,35,35,30,0.0,1.0,0.0,1.0
25978,male,1,6,standard,1,2,2,1,5.0,1,0,64,56,52,0.0,1.0,0.0,1.0
25979,female,3,5,standard,1,1,1,1,0.0,1,1,62,83,83,1.0,0.0,0.0,1.0
25980,female,2,4,standard,0,2,2,1,2.0,1,2,81,84,77,1.0,0.0,0.0,1.0
25981,female,1,5,free/reduced,0,1,2,0,2.0,1,1,72,79,89,1.0,0.0,1.0,0.0
25982,female,3,4,standard,1,2,1,1,7.0,1,1,67,67,68,1.0,0.0,0.0,1.0
25983,male,4,6,standard,0,0,2,1,2.0,1,0,81,77,76,0.0,1.0,0.0,1.0
25984,female,1,2,free/reduced,0,0,1,0,3.0,1,0,51,70,67,1.0,0.0,1.0,0.0
25985,female,2,6,standard,1,1,1,0,4.0,0,0,83,91,87,1.0,0.0,0.0,1.0
25986,male,2,3,standard,1,2,2,1,3.0,1,0,95,94,90,0.0,1.0,0.0,1.0
25987,female,0,6,standard,1,2,1,0,2.0,0,0,41,49,50,1.0,0.0,0.0,1.0
25988,male,1,2,standard,1,2,2,0,4.0,0,0,67,70,70,0.0,1.0,0.0,1.0
25989,female,2,0,free/reduced,1,1,0,1,3.0,0,1,46,55,54,1.0,0.0,1.0,0.0
25990,male,1,6,standard,1,0,2,0,4.0,1,0,83,78,82,0.0,1.0,0.0,1.0
25991,male,3,0,free/reduced,1,1,1,1,1.0,2,1,67,74,68,0.0,1.0,1.0,0.0
25992,female,2,3,standard,0,0,1,1,0.0,1,0,91,100,100,1.0,0.0,0.0,1.0
25993,male,2,2,standard,0,1,1,1,1.0,1,1,73,69,67,0.0,1.0,0.0,1.0
25994,female,2,1,standard,0,1,2,1,2.0,0,0,71,68,79,1.0,0.0,0.0,1.0
25995,male,1,6,free/reduced,1,1,1,1,4.0,0,2,63,63,60,0.0,1.0,1.0,0.0
25996,female,4,5,standard,1,1,2,1,3.0,1,0,58,66,66,1.0,0.0,0.0,1.0
25997,male,3,2,standard,0,1,0,0,3.0,0,0,87,71,78,0.0,1.0,0.0,1.0
25998,female,2,5,free/reduced,1,1,0,1,1.0,1,0,30,46,44,1.0,0.0,1.0,0.0
25999,female,2,2,standard,1,1,1,1,1.0,1,2,82,99,98,1.0,0.0,0.0,1.0
26000,male,0,1,standard,1,2,1,0,2.0,1,2,61,69,60,0.0,1.0,0.0,1.0
26001,male,0,1,standard,1,2,2,1,2.0,1,1,68,67,63,0.0,1.0,0.0,1.0
26002,female,3,1,standard,0,0,2,0,4.0,0,0,58,64,63,1.0,0.0,0.0,1.0
26003,female,2,5,standard,1,0,2,0,4.0,0,0,82,90,88,1.0,0.0,0.0,1.0
26004,female,1,0,standard,1,2,2,1,2.0,0,1,59,76,72,1.0,0.0,0.0,1.0
26005,female,2,1,free/reduced,0,0,2,1,0.0,2,2,52,61,64,1.0,0.0,1.0,0.0
26006,male,1,2,standard,1,1,2,1,4.0,0,0,72,61,63,0.0,1.0,0.0,1.0
26007,male,4,0,free/reduced,1,1,2,1,3.0,1,0,66,61,58,0.0,1.0,1.0,0.0
26008,male,3,3,standard,1,1,2,1,1.0,1,0,82,77,81,0.0,1.0,0.0,1.0
26009,male,1,2,standard,1,2,2,0,1.0,2,0,67,64,56,0.0,1.0,0.0,1.0
26010,male,2,6,standard,0,1,2,0,1.0,1,0,50,47,54,0.0,1.0,0.0,1.0
26011,female,1,0,free/reduced,1,2,1,1,0.0,0,0,65,76,77,1.0,0.0,1.0,0.0
26012,female,3,6,standard,0,0,1,1,1.0,0,2,84,87,95,1.0,0.0,0.0,1.0
26013,female,1,2,standard,1,1,2,0,3.0,0,0,62,65,62,1.0,0.0,0.0,1.0
26014,female,2,2,standard,1,1,2,1,6.0,0,2,71,78,76,1.0,0.0,0.0,1.0
26015,female,1,3,standard,0,3,1,1,2.0,0,0,82,96,100,1.0,0.0,0.0,1.0
26016,female,0,0,free/reduced,0,0,2,0,2.0,0,1,54,63,64,1.0,0.0,1.0,0.0
26017,female,2,0,standard,1,1,1,1,2.0,0,2,58,56,58,1.0,0.0,0.0,1.0
26018,female,4,4,standard,0,1,1,0,3.0,2,0,86,100,100,1.0,0.0,0.0,1.0
26019,male,1,0,standard,1,1,1,1,3.0,0,0,31,35,30,0.0,1.0,0.0,1.0
26020,female,0,0,free/reduced,1,1,2,0,2.0,0,2,53,59,58,1.0,0.0,1.0,0.0
26021,male,1,2,standard,0,1,2,1,1.0,2,1,73,57,60,0.0,1.0,0.0,1.0
26022,female,0,5,free/reduced,1,2,0,1,0.0,1,1,30,49,46,1.0,0.0,1.0,0.0
26023,female,3,4,free/reduced,1,1,1,1,1.0,0,0,75,92,93,1.0,0.0,1.0,0.0
26024,female,2,0,standard,1,0,1,1,4.0,1,0,78,80,73,1.0,0.0,0.0,1.0
26025,male,1,5,standard,0,1,2,0,3.0,1,0,60,62,56,0.0,1.0,0.0,1.0
26026,male,3,3,standard,1,1,1,0,1.0,1,0,72,61,66,0.0,1.0,0.0,1.0
26027,female,2,6,standard,1,1,2,1,0.0,1,0,62,69,68,1.0,0.0,0.0,1.0
26028,male,3,5,standard,1,1,0,0,1.0,2,2,75,70,67,0.0,1.0,0.0,1.0
26029,female,4,2,standard,0,2,2,0,1.0,1,0,89,96,95,1.0,0.0,0.0,1.0
26030,female,2,6,free/reduced,0,1,1,1,0.0,0,1,53,71,68,1.0,0.0,1.0,0.0
26031,male,4,4,standard,0,1,1,0,2.0,0,0,98,93,85,0.0,1.0,0.0,1.0
26032,female,4,4,standard,0,2,1,0,4.0,0,0,78,88,89,1.0,0.0,0.0,1.0
26033,female,1,4,free/reduced,1,2,2,1,3.0,0,2,36,52,56,1.0,0.0,1.0,0.0
26034,female,2,1,standard,1,2,2,1,0.0,0,1,57,68,74,1.0,0.0,0.0,1.0
26035,female,3,6,standard,0,2,0,0,1.0,1,0,63,72,74,1.0,0.0,0.0,1.0
26036,female,4,2,standard,0,1,2,1,5.0,1,0,81,93,91,1.0,0.0,0.0,1.0
26037,male,2,1,standard,1,1,1,1,3.0,0,0,98,86,88,0.0,1.0,0.0,1.0
26038,female,3,2,standard,0,2,2,1,1.0,1,2,49,63,68,1.0,0.0,0.0,1.0
26039,female,3,1,standard,1,2,0,0,2.0,2,0,43,56,50,1.0,0.0,0.0,1.0
26040,male,0,5,free/reduced,1,0,2,1,3.0,1,0,48,50,44,0.0,1.0,1.0,0.0
26041,female,3,6,standard,1,0,1,0,1.0,1,1,72,68,68,1.0,0.0,0.0,1.0
26042,male,4,0,standard,1,1,1,1,6.0,0,0,100,91,86,0.0,1.0,0.0,1.0
26043,male,1,3,free/reduced,1,2,2,0,3.0,1,2,32,35,32,0.0,1.0,1.0,0.0
26044,female,0,0,standard,1,1,1,1,1.0,2,1,42,52,56,1.0,0.0,0.0,1.0
26045,female,2,1,free/reduced,1,0,2,1,3.0,0,1,67,81,78,1.0,0.0,1.0,0.0
26046,male,2,4,standard,0,0,2,1,1.0,0,2,91,80,78,0.0,1.0,0.0,1.0
26047,female,2,6,standard,1,2,2,1,0.0,1,2,70,65,72,1.0,0.0,0.0,1.0
26048,female,3,0,free/reduced,1,2,2,1,0.0,1,0,64,75,75,1.0,0.0,1.0,0.0
26049,female,1,3,free/reduced,1,2,2,1,3.0,1,0,55,61,58,1.0,0.0,1.0,0.0
26050,male,2,6,free/reduced,1,1,2,1,5.0,0,1,70,73,67,0.0,1.0,1.0,0.0
26051,male,2,6,standard,1,2,1,1,3.0,0,0,66,63,59,0.0,1.0,0.0,1.0
26052,female,2,2,standard,1,2,2,1,1.0,0,0,65,79,70,1.0,0.0,0.0,1.0
26053,female,2,1,standard,0,1,1,1,3.0,1,0,70,64,70,1.0,0.0,0.0,1.0
26054,male,4,5,standard,1,1,1,1,1.0,1,1,93,92,85,0.0,1.0,0.0,1.0
26055,female,2,4,standard,0,1,1,0,2.0,1,2,56,54,57,1.0,0.0,0.0,1.0
26056,male,4,0,standard,1,1,0,0,1.0,1,2,64,58,53,0.0,1.0,0.0,1.0
26057,male,3,5,free/reduced,1,1,2,1,2.0,1,0,63,59,59,0.0,1.0,1.0,0.0
26058,female,2,0,standard,1,0,0,1,2.0,1,2,60,78,74,1.0,0.0,0.0,1.0
26059,female,0,6,standard,1,1,2,1,2.0,0,1,61,67,62,1.0,0.0,0.0,1.0
26060,female,1,3,free/reduced,1,1,0,1,2.0,1,2,82,93,94,1.0,0.0,1.0,0.0
26061,female,1,2,free/reduced,0,2,2,1,0.0,1,1,64,86,80,1.0,0.0,1.0,0.0
26062,male,4,6,free/reduced,1,1,2,0,3.0,2,0,64,58,55,0.0,1.0,1.0,0.0
26063,female,4,5,free/reduced,1,1,2,1,0.0,0,0,66,88,81,1.0,0.0,1.0,0.0
26064,female,2,0,free/reduced,1,2,0,0,1.0,1,0,50,60,68,1.0,0.0,1.0,0.0
26065,male,1,6,standard,1,1,1,0,2.0,1,1,64,71,67,0.0,1.0,0.0,1.0
26066,female,3,5,free/reduced,1,0,1,1,1.0,0,0,50,60,61,1.0,0.0,1.0,0.0
26067,male,3,4,free/reduced,1,1,1,0,1.0,1,0,79,66,65,0.0,1.0,1.0,0.0
26068,male,1,2,standard,1,0,2,1,1.0,0,0,76,74,62,0.0,1.0,0.0,1.0
26069,female,2,6,free/reduced,0,1,2,1,1.0,0,0,38,55,57,1.0,0.0,1.0,0.0
26070,female,3,1,free/reduced,1,1,0,1,2.0,1,1,59,70,67,1.0,0.0,1.0,0.0
26071,female,2,4,standard,0,1,2,1,2.0,1,2,48,48,60,1.0,0.0,0.0,1.0
26072,male,0,0,free/reduced,1,2,2,1,3.0,1,0,60,62,55,0.0,1.0,1.0,0.0
26073,female,4,1,standard,1,1,1,0,7.0,1,0,94,95,93,1.0,0.0,0.0,1.0
26074,male,1,4,free/reduced,1,1,2,1,4.0,1,0,51,55,54,0.0,1.0,1.0,0.0
26075,female,3,5,free/reduced,1,2,2,1,0.0,2,1,56,67,66,1.0,0.0,1.0,0.0
26076,female,3,0,standard,0,2,1,1,4.0,0,2,83,91,99,1.0,0.0,0.0,1.0
26077,male,1,4,standard,1,2,1,1,1.0,1,0,57,53,43,0.0,1.0,0.0,1.0
26078,female,3,5,standard,0,1,2,1,3.0,0,1,74,89,90,1.0,0.0,0.0,1.0
26079,female,4,2,free/reduced,1,1,2,1,2.0,1,2,75,89,87,1.0,0.0,1.0,0.0
26080,male,2,4,standard,1,2,0,0,1.0,0,0,83,82,82,0.0,1.0,0.0,1.0
26081,female,2,5,free/reduced,1,1,1,1,2.0,1,1,52,59,61,1.0,0.0,1.0,0.0
26082,female,3,6,standard,0,1,1,1,2.0,1,0,93,100,100,1.0,0.0,0.0,1.0
26083,male,2,4,free/reduced,1,1,2,0,2.0,1,1,56,62,54,0.0,1.0,1.0,0.0
26084,male,2,0,standard,0,1,2,1,2.0,1,1,82,78,73,0.0,1.0,0.0,1.0
26085,female,3,6,standard,1,1,2,0,3.0,1,0,49,62,52,1.0,0.0,0.0,1.0
26086,female,3,5,standard,0,1,2,1,0.0,2,1,63,80,78,1.0,0.0,0.0,1.0
26087,female,2,4,free/reduced,1,2,2,0,1.0,0,0,68,71,77,1.0,0.0,1.0,0.0
26088,male,2,0,free/reduced,1,1,2,0,1.0,1,0,71,67,68,0.0,1.0,1.0,0.0
26089,female,1,2,free/reduced,1,2,2,1,2.0,0,0,38,51,50,1.0,0.0,1.0,0.0
26090,male,1,3,standard,0,1,1,1,0.0,0,2,77,80,80,0.0,1.0,0.0,1.0
26091,male,3,6,free/reduced,0,1,0,1,5.0,1,2,44,49,53,0.0,1.0,1.0,0.0
26092,female,0,2,free/reduced,1,0,2,1,0.0,1,0,63,80,68,1.0,0.0,1.0,0.0
